title,content,category,sub_category
Đối tượng xét Học bổng khuyến khích học tập,"Sinh viên đang học chương trình đại học hệ chính quy đáp ứng đầy đủ các tiêu chí dưới đây được xét, cấp học bổng khuyến khích học tập (HBKKHT). 
Sinh viên thuộc diện hưởng các chương trình học bổng, trợ cấp, ưu đãi khác thì vẫn được xét, cấp HBKKHT.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP CHO SINH VIÊN,
"Tiêu chí xét, cấp Học bổng khuyến khích học tập","Sinh viên đăng ký học phần tại học kỳ lấy kết quả xét học bổng với tổng số tín chỉ các học phần học lần đầu từ 15 tín chỉ trở lên, không bao gồm các học phần trả nợ, cải thiện, học phần ngoài thiết kế chương trình đào tạo (CTĐT), học phần Giáo dục thể chất, học phần Giáo dục quốc phòng, học phần Kỹ năng Giao tiếp tiếng Anh 1, 2 (đối với SV từ khóa 2023 trở đi). Trường hợp số tín chỉ nhỏ hơn 15 thì phải lớn hơn hoặc bằng số tín chỉ được thiết kế của học kỳ trong CTĐT; các trường hợp đặc biệt do Hội đồng xét học bổng xem xét quyết định.
Học kỳ lấy kết quả xét học bổng là học kỳ liền trước học kỳ xét học bổng, còn trong thời gian đào tạo chính khóa của CTĐT được thiết kế.
Sinh viên có điểm trung bình dùng để xét học bổng từ 7,0 trở lên. Điểm trung bình dùng để xét học bổng được tính theo thang điểm 10 với công thức:
Sinh viên có điểm rèn luyện ở học kỳ lấy kết quả xét học bổng từ 70 trở lên. Điểm rèn luyện được tính theo thang điểm 100 theo Quy định hiện hành.
Sinh viên không có điểm dưới 5,0 đối với tất cả các học phần đã đăng ký và học trong học kỳ lấy kết quả xét học bổng.
Sinh viên không bị kỷ luật từ mức khiển trách trở lên trong học kỳ lấy kết quả xét học bổng.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP CHO SINH VIÊN,
Các mức Học bổng khuyến khích học tập,"Học bổng loại Xuất sắc (loại A): dành cho SV có điểm trung bình xét học bổng từ 9,0 trở lên và điểm rèn luyện từ 90 trở lên. Giá trị học bổng bằng 1,3 lần mức học bổng loại Khá .
Học bổng loại Giỏi (loại B): dành cho SV có điểm trung bình xét học bổng từ 8,0 trở lên và điểm rèn luyện từ 80 trở lên. Giá trị học bổng bằng 1,15 lần mức học bổng loại Khá.
Học bổng loại Khá (loại C): dành cho SV có điểm trung bình xét học bổng từ 7,0 trở lên và điểm rèn luyện từ 70 trở lên. Giá trị học bổng bằng 100% học phí của học kỳ lấy kết quả xét học bổng. 
Giá trị học bổng được xác định bằng học phí căn cứ theo định mức kinh tế kỹ thuật và thông báo thu học phí của Trường.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP CHO SINH VIÊN,
Quy trình xét Học bổng khuyến khích học tập,"Phòng Tuyển sinh và Công tác SV tiến hành xét HBKKHT bằng phần mềm xét học bổng theo thứ tự thành tích của SV từ cao xuống thấp bằng các tiêu chí ưu tiên như sau:
Ưu tiên 1: Các loại học bổng từ loại A đến C.
Ưu tiên 2: Điểm trung bình xét học bổng từ cao xuống thấp.
Ưu tiên 3: Kết quả điểm rèn luyện từ cao xuống thấp.
Ưu tiên 4: Số tín chỉ từ nhiều đến ít.
Căn cứ nguồn HBKKHT được phân bổ về các CTĐT và thành tích của SV được sắp xếp ở trên, P.TS&CTSV thực hiện xác định những SV dự kiến được cấp học bổng theo thứ tự từ trên xuống dưới, đến khi hết nguồn Học bổng. 
P.TSCTSV công bố danh sách dự kiến được nhận HBKKHT đến SV, nhận phản hồi từ SV và điều chỉnh danh sách dự kiến nếu có phát sinh sai lệch về dữ liệu xét học bổng. 
Hội đồng xét học bổng tiến hành họp, thảo luận và thống nhất danh sách SV nhận HBKKHT, trình Hiệu trưởng ban hành quyết định cấp học bổng cho SV.
Sinh viên được nhận HBKKHT bằng hình thức chuyển khoản vào tài khoản cá nhân của SV tại ngân hàng liên kết với Trường.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG KHUYẾN KHÍCH HỌC TẬP CHO SINH VIÊN,
Học bổng khuyến tài,"Học bổng khuyến tài cấp cho các SV trúng tuyển và nhập học chương trình đại học hệ chính quy có thành tích là Thủ khoa Ngành đào tạo theo Đề án tuyển sinh hằng năm. Mỗi ngành xét, cấp cho một sinh viên.
Sinh viên được cấp học bổng khuyến tài phải có tổng điểm thi tốt nghiệp trung học phổ thông 03 môn trong tổ hợp xét tuyển (không nhân hệ số, không cộng điểm ưu tiên) từ 26 điểm trở lên.
Giá trị học bổng được xác định bằng tổng số điểm thi tốt nghiệp trung học phổ thông 03 môn trong tổ hợp xét tuyển (không nhân hệ số, không cộng điểm ưu tiên) nhân với 1.000.000đ (một triệu đồng)/điểm.
Hội đồng xét học bổng căn cứ vào hồ sơ và kết quả tuyển sinh của SV để xét học bổng. 
SV nhận học bổng bằng hình thức chuyển khoản vào tài khoản của SV tại ngân hàng liên kết với Trường trong 04 đợt vào 04 học kỳ đầu tiên của khóa học. Trong quá trình cấp học bổng, SV xin thôi học hoặc bị buộc thôi học sẽ không được tiếp tục nhận học bổng. SV tạm dừng có lý do chính đáng được bảo lưu học bổng.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG TUYỂN SINH CHO TÂN SINH VIÊN,
Học bổng nữ sinh viên kỹ thuật,"Học bổng cấp cho SV giới tính nữ trúng tuyển và nhập học chương trình đại học hệ chính quy 06 ngành kỹ thuật có tỉ lệ SV nữ đang học thấp nhất và dưới 3% tổng số SV ngành. Số liệu SV nữ được thống kê trong 03 năm gần nhất đối với năm thực hiện tuyển sinh.
Giá trị học bổng tương đương 50% học phí của học kỳ đầu tiên. Từ học kỳ thứ 2 trở đi, SV chỉ được tiếp tục nhận học bổng khi điểm trung bình học tập học kỳ liền trước đạt từ 8,0 và điểm rèn luyện đạt từ 80 trở lên. Học bổng được cấp liên tục, không gián đoạn. Trường hợp SV không đủ điều kiện duy trì học bổng sẽ không còn được nhận học bổng ở các học kỳ sau đó.
Hội đồng xét học bổng căn cứ vào hồ sơ và kết quả tuyển sinh của SV để xét học bổng. 
Sinh viên được nhận học bổng bằng hình thức chuyển khoản vào tài khoản của SV tại ngân hàng liên kết với Trường theo từng học kỳ.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG TUYỂN SINH CHO TÂN SINH VIÊN,
Học bổng truyền thống HCMUTE,"Học bổng truyền thống HCMUTE cấp cho SV trúng tuyển và nhập học chương trình đại học hệ chính quy có anh, chị, em ruột đang học hoặc đã tốt nghiệp chương trình đại học hệ chính quy từ Trường. 
Giá trị học bổng tương đương 20% học phí của học kỳ đầu tiên. Từ học kỳ thứ 2 đến hết thời gian khóa học (trong chương trình đào tạo chuẩn), SV đảm bảo các điều kiện sau sẽ được tiếp tục cấp học bổng:
Có số tín chỉ đăng ký học và thi ở học kỳ liền trước từ đủ 15 tín chỉ trở lên; trường hợp dưới 15 tín chỉ phải lớn hơn hoặc bằng số tín chỉ được thiết kế theo chương trình đào tạo của học kỳ (không bao gồm các học phần GDTC, GDQP-AN, học phần Kỹ năng giao tiếp tiếng Anh 1,2 (đối với SV từ khóa 2023))
Điểm trung bình chung học tập học kỳ liền trước đạt từ 6,5 trở lên (theo thang điểm 10);
Điểm rèn luyện học kỳ liền trước đạt từ 65 trở lên (theo thang điểm 100).
Quy trình xét, cấp học bổng:
Đầu mỗi học kỳ, P.TSCTSV ban hành thông báo nhận hồ sơ xét, cấp học bổng và thông tin rộng rãi đến SV toàn trường.
SV nộp hồ sơ đề nghị xét học bổng về Văn phòng khoa theo thông báo. SV làm hồ sơ 01 lần và được tiếp tục áp dụng cho các học kỳ liền kề tiếp theo; SV làm đơn từ thời điểm nào thì được nhận học bổng từ thời điểm đó. 
Trường hợp SV tạm dừng học thì trong thời gian tạm dừng không được nhận học bổng, khi hết thời gian tạm dừng, SV phải làm lại Đơn để tiếp tục nhận học bổng.
Trường hợp SV không đạt điều kiện học tập và rèn luyện để duy trì học bổng thì không được nhận học bổng; khi đạt đủ điều kiện học tập và rèn luyện để duy trì học bổng, SV phải làm lại Đơn để tiếp tục nhận học bổng.
Ban chủ nhiệm khoa/viện thực hiện rà soát, xác nhận thông tin trong đơn của SV; tổng hợp hồ sơ đề nghị xét học bổng và gửi về Hội đồng xét học bổng thông qua P.TSCTSV.
Hội đồng xét học bổng họp xét và thống nhất danh sách SV nhận học bổng, trình Hiệu trưởng ban hành quyết định cấp học bổng cho SV.
SV nhận học bổng bằng hình thức chuyển khoản vào tài khoản cá nhân của SV tại ngân hàng liên kết với Trường.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",HỌC BỔNG TUYỂN SINH CHO TÂN SINH VIÊN,
Đối tượng xét học bổng,"SV năm 2 đến năm 4 đang học chương trình đại học hệ chính quy có thành tích xuất sắc trong học tập, rèn luyện, nghiên cứu khoa học và phục vụ cộng đồng ở năm học liền trước được Hội đồng xét học bổng xét chọn, cấp học bổng. 
SV năm nhất và SV học kéo dài tại thời điểm xét học bổng không thuộc đối tượng xét học bổng này.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,Học bổng sinh viên tài năng HCMUTE
Điều kiện xét học bổng,"SV được xét học bổng khi đạt được các điều kiện sau:
Điểm trung bình học tập năm học liền trước từ 8,0 trở lên;
Điểm rèn luyện năm học liền trước từ 90 trở lên;
Có số tín chỉ tích lũy trong năm học liền trước đảm bảo số tín chỉ được thiết kế trong chương trình đào tạo; không có học phần nào không đạt;
Không bị kỷ luật trong năm học liền trước từ mức khiển trách trở lên;
Điểm công tác xã hội năm học liền trước từ 20 trở lên;
Các tiêu chí khác để xét học bổng: tham gia tích cực các hoạt động NCKH, sáng tạo khởi nghiệp; tham gia tích cực hoạt động phục vụ cộng đồng, xã hội …
SV xét học bổng phải có Đơn đề nghị xét học bổng kèm minh chứng đầy đủ và được Ban chủ nhiệm Khoa/Viện quản lý SV giới thiệu bằng văn bản.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,Học bổng sinh viên tài năng HCMUTE
Số suất học bổng,"Mỗi Khoa/Viện quản lý SV giới thiệu 01 SV đảm bảo các điều kiện ở trên và có điểm học tập năm học cao nhất (trong tất cả các ngành trong Khoa/Viện) để Hội đồng xét học bổng xét, cấp học bổng.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,Học bổng sinh viên tài năng HCMUTE
Sinh viên tài năng HCMUTE,"được vinh danh tại Không gian tuyên dương gương điển hình của Trường và có giá trị 30.000.000đ (ba mươi triệu đồng).
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,Học bổng sinh viên tài năng HCMUTE
"Quy trình xét học bổng
","Đầu năm học, Trường ban hành thông báo nhận hồ sơ xét, cấp học bổng và thông tin rộng rãi đến SV toàn trường; SV nộp Đơn đề nghị xét học bổng kèm minh chứng về văn phòng Khoa/Viện quản lý SV;
Ban chủ nhiệm Khoa/Viện lựa chọn 01 hồ sơ duy nhất đảm bảo điều kiện của học bổng và có điểm trung bình năm học cao nhất gửi về Hội đồng xét học bổng (kèm theo văn bản giới thiệu) để được xét, cấp học bổng;
Hội đồng xét học bổng họp, xét và công nhận danh sách SV nhận học bổng sinh viên tài năng HCMUTE; Thường trực Hội đồng xét học bổng trình Hiệu trưởng ban hành quyết định cấp học bổng và tổ chức vinh danh cho SV.
SV nhận học bổng bằng hình thức chuyển khoản vào tài khoản cá nhân của SV tại ngân hàng liên kết với Trường.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,Học bổng sinh viên tài năng HCMUTE
Học bổng sinh viên nâng cao trình độ ngoại ngữ,"Học bổng cấp cho SV đang trong thời gian đào tạo chính khóa của CTĐT được thiết kế đạt thành tích học tập và thi cấp chứng chỉ ngoại ngữ quốc tế cụ thể:
Đối với SV chuyên ngữ (ngành Sư phạm Tiếng Anh, Ngôn ngữ Anh): đạt điểm IELTS quốc tế từ 7,5 trở lên hoặc các chứng chỉ quốc tế khác tương đương;
SV không chuyên ngữ: đạt điểm IELTS quốc tế từ 6,5 trở lên hoặc các chứng chỉ quốc tế khác tương đương. 
Giá trị học bổng: 2.500.000đ (Hai triệu năm trăm ngàn đồng)/SV, cấp một lần duy nhất trong toàn khóa học.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,
Hỗ trợ người học trao đổi học tập quốc tế,"Sinh viên đại học hệ chính quy được xét chọn và cử tham gia chương trình trao đổi văn hóa với Trường đối tác được Trường hỗ trợ 5.000.000đ đối với lần đầu tiên, các lần tiếp theo nếu tiếp tục được cử tham gia thì được Trường hỗ trợ 3.000.000đ/lần. 
Sinh viên được xét chọn và cử tham gia chương trình nghiên cứu, học tập hoặc làm đồ án/khóa luận tốt nghiệp với Trường đối tác theo diện tự túc hoàn toàn được Trường hỗ trợ vé máy bay không quá 10.000.000đ và hỗ trợ 10USD/ngày nhưng không vượt quá 30 ngày trong một chương trình. 
Sinh viên Quốc tế được tiếp nhận đến Trường tham gia chương trình trao đổi được hỗ trợ chi phí ở ký túc xá, hỗ trợ xe đưa đón từ sân bay về Trường và ngược lại. Đối với SV quốc tế tham gia chương trình trao đổi theo diện tự túc hoàn toàn (không nhận học bổng chính phủ, học bổng dự án, học bổng của Trường đối tác) được Trường hỗ trợ 250.000đ/ngày nhưng không vượt quá 30 ngày trong một chương trình.
Các trường hợp khác do Hiệu trưởng phê duyệt căn cứ vào Tờ trình của đơn vị chức năng liên quan và thông qua P.TSCTSV tham mưu.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",MỘT SỐ HỌC BỔNG KHÁC CHO SINH VIÊN,
Đối tượng và điều kiện xét trợ cấp khó khăn,"SV thuộc các trường hợp sau đây được xét trợ cấp khó khăn định kỳ: 
Là thành viên trong gia đình thuộc hộ nghèo theo Quyết định của Thủ tướng Chính phủ (có Sổ hộ nghèo).
Là thành viên trong gia đình thuộc hộ cận nghèo theo Quyết định của Thủ tướng Chính phủ (có Sổ hộ cận nghèo).
Là thành viên trong gia đình có hoàn cảnh đặc biệt khó khăn được địa phương xác nhận, ví dụ: mồ côi cha hoặc mẹ, người còn lại không có khả năng lao động để tạo thu nhập lo cho gia đình; có cha và mẹ đều bị bệnh nan y, cần nhiều kinh phí điều trị lâu dài; gia đình có nhiều nhân khẩu phải chăm lo hoặc học tập nhưng nguồn thu nhập thấp hoặc không ổn định….
Người học gặp biến cố mang yếu tố bất ngờ về sức khỏe hoặc tài chính như tai nạn, thiên tai, dịch bệnh, tài chính… (sự việc diễn ra không quá 06 tháng) có thể ảnh hưởng trực tiếp, tức thời đến việc học tập khiến người học có thể phải nghỉ học sẽ được xét trợ cấp khó khăn đột xuất. 
Các trường hợp người học gặp khó khăn đặc biệt khác, chưa được nêu trong Quy định này do Hiệu trưởng xem xét và quyết định.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",CHÍNH SÁCH TRỢ CẤP KHÓ KHĂN CHO SINH VIÊN,
Các mức trợ cấp khó khăn,"Mức trợ cấp khó khăn định kỳ được xác định dựa trên học phí của học kỳ xét trợ cấp thuộc chương trình đại trà và được phân thành 3 mức, cụ thể như sau:
Mức 1: tương đương 25% học phí của học kỳ, cấp cho SV có hoàn cảnh được quy định tại điểm c) ở trên.
Mức 2: tương đương 50% học phí của học kỳ, cấp cho SV có hoàn cảnh được quy định tại điểm b) ở trên hoặc có hoàn cảnh quy định tại điểm c) nhưng có các hoàn cảnh khó khăn bổ sung.
Mức 3: tương đương 75% học phí của học kỳ, cấp cho SV có hoàn cảnh được quy định tại điểm a) ở trên hoặc có hoàn cảnh quy định tại điểm b) nhưng có các hoàn cảnh khó khăn bổ sung.
Mức trợ cấp khó khăn đột xuất được Hiệu trưởng quyết định căn cứ vào tình hình thực tế của người học và theo đề nghị của khoa/viện quản lý người học và Thường trực Hội đồng xét trợ cấp.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",CHÍNH SÁCH TRỢ CẤP KHÓ KHĂN CHO SINH VIÊN,
"Quy trình xét, cấp Trợ cấp khó khăn định kỳ","Đầu mỗi học kỳ, Thường trực Hội đồng xét học bổng ban hành thông báo nhận hồ sơ xét, cấp trợ cấp khó khăn và thông tin rộng rãi đến SV toàn trường.
SV nộp hồ sơ đề nghị xét trợ cấp khó khăn về văn phòng khoa/viện. Hồ sơ gồm: Đơn đề nghị xét trợ cấp khó khăn và Các minh chứng về hoàn cảnh kinh tế gia đình.
Ban chủ nhiệm khoa/viện thực hiện rà soát, xác nhận thông tin trong hồ sơ của SV; tổng hợp, phân loại hồ sơ đề nghị xét trợ cấp khó khăn của SV và gửi về Hội đồng xét học bổng thông qua P.TSCTSV.
Hội đồng xét học bổng họp xét và thống nhất danh sách SV nhận trợ cấp, trình Hiệu trưởng ban hành quyết định cấp trợ cấp cho SV.
SV nhận trợ cấp bằng hình thức chuyển khoản vào tài khoản cá nhân của SV tại ngân hàng liên kết với Trường.
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",CHÍNH SÁCH TRỢ CẤP KHÓ KHĂN CHO SINH VIÊN,
"Quy trình xét, cấp trợ cấp khó khăn đột xuất","SV làm đơn xin trợ cấp khó khăn đột xuất kèm minh chứng (có xác nhận của cơ quan, đơn vị, cá nhân) về văn phòng khoa/viện quản lý SV. 
Ban chủ nhiệm khoa/viện thực hiện rà soát, xác nhận thông tin trong đơn của SV; đề xuất mức trợ cấp đột xuất cho SV trực tiếp vào đơn sau đó chuyển về P.TSCTSV.
Thường trực Hội đồng xét học bổng xem xét, đồng thuận hoặc đề xuất lại mức trợ cấp (nếu cần), sau đó trình Hiệu trưởng ban hành quyết định cấp trợ cấp khó khăn đột xuất cho SV.
SV nhận trợ cấp bằng tiền mặt tại Phòng Kế hoạch Tài chính
Trích Quyết định số 409/QĐ-ĐHSPKT ngày 05/02/2024 của Nhà trường về việc ban hành Quy định quản lý và sử dụng Quỹ hỗ trợ người học tại Trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh",CHÍNH SÁCH TRỢ CẤP KHÓ KHĂN CHO SINH VIÊN,
Điểm rèn luyện là gì,"Điểm rèn luyện của SV là một chỉ số đánh giá tổng thể về thái độ, ý thức, và hành vi của SV trong suốt quá trình học tập tại trường. 
Điểm rèn luyện phản ánh mức độ tích cực của SV trong việc tham gia các hoạt động ngoại khóa, thực hiện nghĩa vụ của mình, tuân thủ các quy định của nhà trường, cũng như các phẩm chất đạo đức và kỹ năng sống.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,
Điểm rèn luyện dùng để làm gì,"Kết quả đánh giá rèn luyện từng học kỳ, từng năm học của SV được lưu trong hồ sơ quản lý SV, được sử dụng trong việc xét học bổng, xét khen thưởng - kỷ luật, xét thôi học, ngừng học, xét lưu trú ký túc xá, xét giải quyết việc làm thêm, xét miễn giảm chi phí, dịch vụ và sinh hoạt trong ký túc xá và các ưu tiên khác.
Kết quả đánh giá rèn luyện toàn khóa học của SV được lưu trong hồ sơ quản lý SV của trường, làm căn cứ để xét làm luận văn hoặc khóa luận tốt nghiệp, để xét tốt nghiệp và xét khen thưởng toàn khóa. SV phải đảm bảo điểm rèn luyện toàn khóa đạt 50/100 điểm để được xét tốt nghiệp
Kết quả đánh giá rèn luyện toàn khóa học được ghi chung vào bảng điểm kết quả học tập và lưu trong hồ sơ của SV khi tốt nghiệp ra trường.
SV được cấp bảng điểm kết quả rèn luyện theo học kỳ khi có yêu cầu.
SV bị xếp loại rèn luyện yếu, kém trong hai học kỳ liên tiếp thì phải tạm ngừng học ít nhất một học kỳ ở học kỳ tiếp theo và nếu bị xếp loại rèn luyện yếu, kém trong hai học kỳ liên tiếp lần thứ hai thì sẽ bị buộc thôi học.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,
Đánh giá về ý thức và kết quả học tập,"(từ 0 điểm đến 20 điểm, điểm vượt khung không quá 30 điểm) bao gồm:
Ý thức và thái độ trong học tập;
Ý thức và thái độ tham gia các câu lạc bộ học thuật, các hoạt động học thuật, hoạt động ngoại khóa, tham quan, kiến tập, hoạt động nghiên cứu khoa học;
Ý thức và thái độ tham gia các kỳ thi, cuộc thi học thuật;
Tinh thần vượt khó, phấn đấu vươn lên trong học tập;
Kết quả học tập.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,Các nội dung đánh giá kết quả rèn luyện
"Đánh giá về ý thức và kết quả chấp hành nội quy, quy chế, quy định trong trường","từ 0 điểm đến 25 điểm, bao gồm:
Ý thức chấp hành các văn bản chỉ đạo của ngành, của cơ quan chỉ đạo cấp trên được thực hiện trong trường;
Ý thức chấp hành các nội quy, quy chế và các quy định khác được áp dụng trong trường.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,Các nội dung đánh giá kết quả rèn luyện
"Đánh giá về ý thức và kết quả tham gia các hoạt động chính trị, xã hội, văn hóa, văn nghệ, thể thao, phòng chống tội phạm và các tệ nạn xã hội","từ 0 điểm đến 20 điểm, điểm vượt khung không quá 30 điểm), bao gồm:
Ý thức và hiệu quả tham gia các hoạt động rèn luyện về chính trị, xã hội, văn hóa, văn nghệ, thể thao;
Ý thức tham gia các hoạt động công ích, tình nguyện, công tác xã hội;
Tham gia tuyên truyền, phòng chống tội phạm và các tệ nạn xã hội.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,Các nội dung đánh giá kết quả rèn luyện
Đánh giá về ý thức công dân trong quan hệ cộng đồng,"từ 0 điểm đến 25 điểm, điểm vượt khung không quá 38 điểm, bao gồm:
Ý thức chấp hành và tham gia tuyên truyền các chủ trương của Đảng, chính sách, pháp luật của Nhà nước trong cộng đồng;
Ý thức tham gia các hoạt động xã hội có thành tích được ghi nhận, biểu dương, khen thưởng;
Có tinh thần chia sẻ, giúp đỡ người thân, người có khó khăn, hoạn nạn.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,Các nội dung đánh giá kết quả rèn luyện
"Đánh giá về ý thức và kết quả khi tham gia công tác cán bộ lớp, các đoàn thể, tổ chức trong trường","từ 0 điểm đến 10 điểm, điểm vượt khung không quá 15 điểm, bao gồm:
Ý thức, tinh thần, thái độ, uy tín và hiệu quả công việc của SV được phân công nhiệm vụ quản lý lớp, các tổ chức Đảng, Đoàn thanh niên, Hội sinh viên và các câu lạc bộ/đội/nhóm trong trường;
Kỹ năng tổ chức, quản lý lớp, quản lý các tổ chức Đảng, Đoàn thanh niên, Hội SV và các câu lạc bộ/đội/nhóm trong trường;
Hỗ trợ và tham gia tích cực vào các hoạt động chung của lớp, tập thể, khoa và trường;
Sinh viên đạt được các thành tích đặc biệt trong học tập, rèn luyện.
Trích Quyết định số 1468/QĐ-ĐHSPKT ngày 04/6/2021 về việc ban hành Quy định đánh giá kết quả điểm rèn luyện của sinh viên hệ chính quy của Trường
",QUY ĐỊNH ĐÁNH GIÁ KẾT QUẢ RÈN LUYỆN CỦA SINH VIÊN,Các nội dung đánh giá kết quả rèn luyện
